0.000000000000000000e+00,-1.515940409683426333e+04
2.083333333333333218e-02,1.999999999999999636e+04
4.166666666666666435e-02,1.999999999999999636e+04
6.250000000000000000e-02,1.999999999999999636e+04
8.333333333333332871e-02,1.999999999999999636e+04
1.041666666666666574e-01,1.999999999999999636e+04
1.250000000000000000e-01,1.999999999999999636e+04
1.458333333333333148e-01,3.147032462058813326e+04
1.666666666666666574e-01,3.702844412173364253e+04
1.875000000000000000e-01,3.947773892680107383e+04
2.083333333333333148e-01,4.382269547307951871e+04
2.291666666666666574e-01,4.468824015456697816e+04
2.500000000000000000e-01,4.266211833847761591e+04
2.708333333333333148e-01,4.698845767844296643e+04
2.916666666666666297e-01,4.725698687015302858e+04
3.125000000000000000e-01,4.237753631930088886e+04
3.333333333333333148e-01,4.469438435256371304e+04
3.541666666666666297e-01,4.869699364113689080e+04
3.750000000000000000e-01,4.720030423160250211e+04
3.958333333333333148e-01,4.208696232519469777e+04
4.166666666666666297e-01,4.195347421694418881e+04
4.375000000000000000e-01,4.873394817467411485e+04
4.583333333333333148e-01,4.809312696318943927e+04
4.791666666666666297e-01,4.157307024325020757e+04
5.000000000000000000e-01,4.224485865100266528e+04
5.208333333333332593e-01,4.705762651671141793e+04
5.416666666666666297e-01,4.764618159520727932e+04
5.625000000000000000e-01,4.114421845280569687e+04
5.833333333333332593e-01,4.104356511733325169e+04
6.041666666666666297e-01,4.733117005769548268e+04
6.250000000000000000e-01,4.724311228060271969e+04
6.458333333333332593e-01,3.978022562566686975e+04
6.666666666666666297e-01,4.068373710511580430e+04
6.875000000000000000e-01,4.811037907314048789e+04
7.083333333333332593e-01,4.766910231562553963e+04
7.291666666666666297e-01,3.924793608739393676e+04
7.500000000000000000e-01,4.044661212471056206e+04
7.708333333333332593e-01,4.906872220701377955e+04
7.916666666666666297e-01,4.677072493856868095e+04
8.125000000000000000e-01,3.713399430670540460e+04
8.333333333333332593e-01,4.029027234405346826e+04
8.541666666666666297e-01,4.948612808983358264e+04
8.750000000000000000e-01,4.666148046147676359e+04
8.958333333333332593e-01,3.703399819086049683e+04
9.166666666666666297e-01,3.872935183048561157e+04
9.375000000000000000e-01,4.946372291117511486e+04
9.583333333333332593e-01,4.596342187263420783e+04
9.791666666666666297e-01,3.634647682509075094e+04
1.000000000000000000e+00,4.023516948258838238e+04
1.020833333333333259e+00,4.816094410614626395e+04
1.041666666666666519e+00,4.451853467524096050e+04
1.062500000000000000e+00,3.468073385928170319e+04
1.083333333333333259e+00,3.681398460764222546e+04
1.104166666666666519e+00,4.683187885712629213e+04
1.125000000000000000e+00,4.330077632685442222e+04
1.145833333333333259e+00,3.341901812138736568e+04
1.166666666666666519e+00,3.465537897058546514e+04
1.187500000000000000e+00,4.571793762127455557e+04
1.208333333333333259e+00,4.261972120222181547e+04
1.229166666666666519e+00,3.243336359875226117e+04
