0.000000000000000000e+00,2.016285035527189962e-01
2.083333333333333218e-02,1.327478574497922004e-01
4.166666666666666435e-02,9.053900729403201175e-02
6.250000000000000000e-02,5.991895703571708393e-02
8.333333333333332871e-02,3.932048645775839540e-02
1.041666666666666574e-01,2.419886942842776681e-02
1.250000000000000000e-01,1.403897500378473162e-02
1.458333333333333148e-01,9.220171116580602039e-03
1.666666666666666574e-01,6.080031132188641607e-03
1.875000000000000000e-01,4.018435246810699371e-03
2.083333333333333148e-01,2.634827886679931043e-03
2.291666666666666574e-01,1.751794473315025288e-03
2.500000000000000000e-01,1.187086453262008613e-03
2.708333333333333148e-01,7.907919807081183368e-04
2.916666666666666297e-01,5.219128846977957349e-04
3.125000000000000000e-01,3.437158513004143559e-04
3.333333333333333148e-01,2.979412881863553395e-04
3.541666666666666297e-01,1.321289909981793707e-04
3.750000000000000000e-01,1.803314946973062771e-05
3.958333333333333148e-01,6.740722776443601461e-07
4.166666666666666297e-01,8.469036206345138124e-05
4.375000000000000000e-01,6.181939666071887760e-05
4.583333333333333148e-01,-2.724045902142337855e-04
4.791666666666666297e-01,-6.289076615937673476e-05
5.000000000000000000e-01,3.497408880134313114e-05
5.208333333333332593e-01,-4.691349434704722779e-05
5.416666666666666297e-01,-3.890200370709490790e-06
5.625000000000000000e-01,3.840354673846492310e-04
5.833333333333332593e-01,-1.097484309260697913e-05
6.041666666666666297e-01,-8.633205002220138702e-06
6.250000000000000000e-01,-2.229843636115426408e-05
6.458333333333332593e-01,7.985451516083442655e-05
6.666666666666666297e-01,2.247467739902595310e-05
6.875000000000000000e-01,1.458315735326006640e-05
7.083333333333332593e-01,7.462393594215559894e-06
7.291666666666666297e-01,-2.399863382281661531e-05
7.500000000000000000e-01,-2.889958409252844918e-06
7.708333333333332593e-01,9.949649320030451438e-07
7.916666666666666297e-01,-4.494153852844734801e-04
8.125000000000000000e-01,6.709378149446082462e-04
8.333333333333332593e-01,2.342108197286819557e-04
8.541666666666666297e-01,1.156848915876760968e-04
8.750000000000000000e-01,2.380608443815525332e-04
8.958333333333332593e-01,2.505207920049223186e-04
9.166666666666666297e-01,9.334697407491427193e-05
9.375000000000000000e-01,6.850026774073494917e-05
9.583333333333332593e-01,4.527956184960423361e-05
9.791666666666666297e-01,-2.606696674334720368e-05
1.000000000000000000e+00,1.239989786002869063e-05
1.020833333333333259e+00,-2.891034821213712275e-06
1.041666666666666519e+00,-1.355158963257290308e-05
1.062500000000000000e+00,-3.136358907123706560e-04
1.083333333333333259e+00,9.989091918179843210e-06
1.104166666666666519e+00,9.510346898442163799e-07
1.125000000000000000e+00,-2.281156439343061393e-06
1.145833333333333259e+00,3.705828432564199290e-05
1.166666666666666519e+00,1.307594648396713521e-05
1.187500000000000000e+00,7.665475620838302362e-06
1.208333333333333259e+00,1.001674883823085171e-05
1.229166666666666519e+00,-1.947661916870679910e-06
